Tiempo (años),Escenario Base,Tratamiento 50%,Tratamiento 80%,Tratamiento 95%,Intervención Combinada,Escenario Optimista
13.4,888342160000.0002,888342160000.0,888342160000.0002,888342159999.9996,888342160000.0002,888342160000.0002
13.5,888307400000.0002,888307400000.0,888307400000.0002,888307399999.9996,888307400000.0002,888307400000.0002
13.600000000000001,888272640000.0002,888272640000.0,888272640000.0002,888272639999.9996,888272640000.0004,888272640000.0004
13.700000000000001,888237880000.0002,888237880000.0,888237880000.0002,888237879999.9996,888237880000.0004,888237880000.0004
13.8,888203120000.0002,888203120000.0,888203120000.0002,888203119999.9996,888203120000.0004,888203120000.0004
13.9,888168360000.0002,888168360000.0,888168360000.0002,888168359999.9996,888168360000.0004,888168360000.0004
14.0,888133600000.0002,888133600000.0,888133600000.0002,888133599999.9996,888133600000.0004,888133600000.0004
14.100000000000001,888098840000.0002,888098840000.0,888098840000.0002,888098839999.9996,888098840000.0004,888098840000.0004
14.200000000000001,888064080000.0002,888064080000.0,888064080000.0002,888064079999.9996,888064080000.0004,888064080000.0004
14.3,888029320000.0002,888029320000.0,888029320000.0002,888029319999.9996,888029320000.0004,888029320000.0004
14.4,887994560000.0002,887994560000.0,887994560000.0002,887994559999.9996,887994560000.0004,887994560000.0004
14.5,887959800000.0001,887959800000.0,887959800000.0002,887959799999.9996,887959800000.0004,887959800000.0004
14.600000000000001,887925040000.0001,887925040000.0,887925040000.0002,887925039999.9996,887925040000.0004,887925040000.0004
14.700000000000001,887890280000.0001,887890280000.0,887890280000.0002,887890279999.9996,887890280000.0004,887890280000.0004
14.8,887855520000.0001,887855520000.0,887855520000.0002,887855519999.9996,887855520000.0004,887855520000.0004
14.9,887820760000.0001,887820760000.0,887820760000.0002,887820759999.9996,887820760000.0004,887820760000.0004
15.0,887786000000.0001,887786000000.0,887786000000.0002,887785999999.9996,887786000000.0004,887786000000.0004
15.100000000000001,887751240000.0001,887751240000.0,887751240000.0002,887751239999.9996,887751240000.0004,887751240000.0004
15.200000000000001,887716480000.0001,887716480000.0,887716480000.0002,887716479999.9996,887716480000.0004,887716480000.0004
15.3,887681720000.0001,887681720000.0,887681720000.0002,887681719999.9996,887681720000.0004,887681720000.0004
15.4,887646960000.0001,887646960000.0,887646960000.0002,887646959999.9996,887646960000.0004,887646960000.0004
15.5,887612200000.0001,887612200000.0,887612200000.0002,887612199999.9998,887612200000.0004,887612200000.0004
15.600000000000001,887577440000.0001,887577440000.0,887577440000.0002,887577439999.9998,887577440000.0004,887577440000.0004
15.700000000000001,887542680000.0001,887542680000.0,887542680000.0002,887542679999.9998,887542680000.0004,887542680000.0004
15.8,887507920000.0001,887507920000.0,887507920000.0002,887507919999.9998,887507920000.0004,887507920000.0004
15.9,887473160000.0001,887473160000.0,887473160000.0002,887473159999.9998,887473160000.0004,887473160000.0004
16.0,887438400000.0002,887438400000.0,887438400000.0002,887438399999.9998,887438400000.0004,887438400000.0004
16.1,887403640000.0002,887403640000.0,887403640000.0002,887403639999.9998,887403640000.0004,887403640000.0004
16.2,887368880000.0002,887368880000.0,887368880000.0002,887368879999.9998,887368880000.0004,887368880000.0004
16.3,887334120000.0002,887334120000.0,887334120000.0002,887334119999.9998,887334120000.0004,887334120000.0004
16.400000000000002,887299360000.0002,887299360000.0,887299360000.0004,887299359999.9998,887299360000.0004,887299360000.0004
16.5,887264600000.0002,887264600000.0,887264600000.0004,887264599999.9998,887264600000.0004,887264600000.0004
16.6,887229840000.0002,887229840000.0,887229840000.0004,887229839999.9998,887229840000.0004,887229840000.0004
16.7,887195080000.0002,887195080000.0,887195080000.0004,887195079999.9998,887195080000.0004,887195080000.0004
16.8,887160320000.0002,887160320000.0,887160320000.0002,887160319999.9998,887160320000.0004,887160320000.0004
16.900000000000002,887125560000.0002,887125560000.0,887125560000.0002,887125559999.9998,887125560000.0004,887125560000.0004
17.0,887090800000.0002,887090800000.0,887090800000.0002,887090799999.9998,887090800000.0004,887090800000.0004
17.1,887056040000.0002,887056040000.0,887056040000.0002,887056039999.9998,887056040000.0004,887056040000.0004
17.2,887021280000.0002,887021280000.0,887021280000.0002,887021279999.9998,887021280000.0004,887021280000.0004
17.3,886986520000.0002,886986520000.0,886986520000.0004,886986519999.9998,886986520000.0004,886986520000.0004
17.400000000000002,886951760000.0002,886951760000.0,886951760000.0004,886951759999.9998,886951760000.0004,886951760000.0004
17.5,886917000000.0002,886917000000.0,886917000000.0004,886916999999.9998,886917000000.0004,886917000000.0004
17.6,886882240000.0002,886882240000.0,886882240000.0004,886882239999.9998,886882240000.0004,886882240000.0004
17.7,886847480000.0002,886847480000.0,886847480000.0004,886847479999.9998,886847480000.0004,886847480000.0004
17.8,886812720000.0002,886812720000.0,886812720000.0004,886812719999.9998,886812720000.0004,886812720000.0004
17.900000000000002,886777960000.0002,886777960000.0,886777960000.0002,886777959999.9998,886777960000.0005,886777960000.0005
18.0,886743200000.0002,886743200000.0,886743200000.0002,886743199999.9998,886743200000.0005,886743200000.0005
18.1,886708440000.0002,886708440000.0,886708440000.0002,886708439999.9998,886708440000.0005,886708440000.0005
18.2,886673680000.0002,886673680000.0,886673680000.0002,886673679999.9998,886673680000.0005,886673680000.0005
18.3,886638920000.0002,886638920000.0,886638920000.0002,886638919999.9998,886638920000.0005,886638920000.0005
18.400000000000002,886604160000.0002,886604160000.0,886604160000.0002,886604159999.9998,886604160000.0005,886604160000.0005
18.5,886569400000.0002,886569400000.0,886569400000.0004,886569399999.9998,886569400000.0005,886569400000.0005
18.6,886534640000.0002,886534640000.0,886534640000.0004,886534639999.9998,886534640000.0005,886534640000.0005
18.7,886499880000.0002,886499880000.0,886499880000.0004,886499879999.9998,886499880000.0005,886499880000.0005
18.8,886465120000.0002,886465120000.0,886465120000.0004,886465119999.9998,886465120000.0005,886465120000.0005
18.900000000000002,886430360000.0002,886430360000.0,886430360000.0004,886430359999.9998,886430360000.0005,886430360000.0005
19.0,886395600000.0002,886395600000.0,886395600000.0004,886395599999.9998,886395600000.0005,886395600000.0005
19.1,886360840000.0002,886360840000.0,886360840000.0004,886360839999.9998,886360840000.0005,886360840000.0005
19.200000000000003,886326080000.0002,886326080000.0,886326080000.0004,886326079999.9998,886326080000.0005,886326080000.0005
19.3,886291320000.0002,886291320000.0,886291320000.0004,886291319999.9998,886291320000.0005,886291320000.0005
19.400000000000002,886256560000.0002,886256560000.0,886256560000.0004,886256559999.9998,886256560000.0005,886256560000.0005
19.5,886221800000.0002,886221800000.0,886221800000.0004,886221799999.9998,886221800000.0005,886221800000.0005
19.6,886187040000.0002,886187040000.0,886187040000.0004,886187039999.9998,886187040000.0005,886187040000.0005
19.700000000000003,886152280000.0002,886152280000.0,886152280000.0004,886152279999.9998,886152280000.0005,886152280000.0005
19.8,886117520000.0002,886117520000.0,886117520000.0004,886117519999.9998,886117520000.0005,886117520000.0005
19.900000000000002,886082760000.0002,886082760000.0,886082760000.0004,886082759999.9999,886082760000.0005,886082760000.0005
20.0,886048000000.0001,886048000000.0001,886048000000.0004,886047999999.9999,886048000000.0005,886048000000.0005
